ride_id,rider_id,driver_id,city,pickup_at,distance_mi,surge_mult,rider_rating,duration_min,fare_usd
28853,3767,63,Boston,2025-05-28 18:20:00,2.9,1.58,5,8.4,9.72
28854,487,270,Seattle,2025-05-25 10:35:00,5.5,1.7,4,14.3,17.1
28855,670,190,Boston,2025-06-19,3.82,1.25,3,11.9,8.84
28856,2257,474,San Francisco,2025-02-16 16:00:00,3.5,1,3,10.2,9.97
28857,1,276,Seattle,2025-04-22 10:10:00,15.03,1.09,5,43.9,25.75
28858,2826,618,San Francisco,2025-06-26 11:15:00,1.81,1,5,4.2,5.52
28859,1288,302,Chicago,2025-02-07 02:15:00,2.54,1,NA,7.2,7.11
28860,294,272,Chicago,2025-06-16 04:25:00,2.25,1,4,8.1,5.94
28861,3743,522,San Francisco,2025-01-02 12:30:00,7.83,1.36,5,22.1,17.61
28862,1377,232,Seattle,2025-11-04 00:05:00,4.46,1.66,4,14.2,11.55
28863,3028,63,Chicago,2025-06-20 09:50:00,6.11,1.13,4,20.4,13.69
28864,902,27,Seattle,2025-07-25 21:00:00,1.34,1.11,5,3.6,5.03
28865,3471,442,San Francisco,2025-01-05 21:55:00,3.39,1,3,9.1,6.56
28866,499,19,Seattle,2025-03-27 08:20:00,9.16,1.28,3,27.8,20.13
28867,3832,712,Seattle,2025-10-04 16:00:00,4.75,1.58,4,16.8,15
28868,2352,559,San Francisco,2025-03-26 03:50:00,8.46,1.33,5,23.1,19.53
28869,2452,628,Chicago,2025-06-27 05:20:00,3.96,1,5,8,9.12
28870,1689,384,San Francisco,2025-11-26 14:30:00,4.57,1,5,12.4,9.09
28871,87,172,Boston,2025-04-07 21:20:00,3.12,1,5,9.1,5.93
28872,666,579,Chicago,2025-04-27 06:25:00,4.01,1.13,4,9.9,8.8
28873,184,515,Chicago,2025-06-23 19:35:00,2.36,1,5,5.9,7.14
28874,1756,645,Seattle,2025-03-19 18:55:00,4.33,1.61,5,11.4,13.91
28875,2073,679,Boston,2025-11-06 01:00:00,6.22,1,NA,17.9,12.1
28876,3248,187,Austin,2025-06-02 09:30:00,2.19,1,4,9.2,6.09
28877,169,472,Chicago,2025-04-06 20:05:00,5.34,1.2,5,15.5,10.45
28878,3027,758,Chicago,2025-09-04 20:45:00,3.99,1.22,5,13.5,9.28
28879,3968,493,Chicago,2025-04-27 16:15:00,6.98,1,5,19.8,11.53
28880,3376,565,Austin,2025-10-13 02:35:00,2.82,1,5,8.3,7.28
28881,1370,146,San Francisco,2025-03-31 15:40:00,4.22,1.16,5,12.9,8.15
28882,1067,238,San Francisco,2025-10-11 04:20:00,4.76,1.38,5,11.7,11.83
28883,2743,505,Chicago,2025-09-26 01:40:00,5.3,1.61,4,17.7,16.3
28884,3676,142,Seattle,2025-02-16 15:20:00,2.09,1.51,5,6.4,6.44
28885,1305,471,Austin,2025-07-12 20:40:00,1.53,1.16,5,5.3,3.17
28886,1708,303,San Francisco,2025-08-07 13:15:00,2.43,1,4,7.8,6.63
28887,905,606,Austin,2025-10-24 00:30:00,4.99,1.48,5,13.4,12.55
28888,2641,685,Seattle,2025-08-07 14:15:00,5.65,1.1,4,18.1,12.95
28889,3688,684,San Francisco,2025-09-29 13:20:00,7.4,1,4,23.9,11.68
28890,2641,463,Seattle,2025-04-20 20:10:00,1.39,1.27,4,5.5,4.42
28891,3485,246,Chicago,2025-04-23 01:00:00,6.14,1.32,4,16.2,14.29
28892,2436,251,Austin,2025-10-13 11:00:00,6.37,1,4,18.5,10.9
28893,493,337,San Francisco,2025-02-15 05:05:00,2.32,1.16,4,7.3,6.83
28894,3275,509,Seattle,2025-12-01 02:20:00,3.83,1.41,5,11.6,12.7
28895,754,532,Seattle,2025-04-06 12:50:00,6.2,1.38,5,19.6,14.14
28896,456,782,Austin,2025-03-05 20:20:00,2.81,1.59,5,8.4,9.68
28897,2330,569,Chicago,2025-04-05 04:55:00,5.12,1.41,NA,14.4,13.64
28898,1428,605,Seattle,2025-06-25 17:35:00,3.78,1.09,3,8.8,8.24
28899,3068,745,Boston,2025-05-16 09:25:00,13.34,1.81,5,39.6,37.7
28900,345,216,Chicago,2025-12-22 06:45:00,9.79,1,5,30.7,17.57
28901,2827,277,Chicago,2025-03-20 15:15:00,7.92,1.4,4,27.6,18.84
28902,2984,692,Chicago,2025-09-28 01:05:00,1.41,1.08,5,6.3,4.68
28903,315,681,Chicago,2025-07-03 04:10:00,9.38,1.12,5,27.6,18.81
28904,3552,347,Boston,2025-12-12 04:15:00,4.46,1.26,5,13.2,10.45
28905,1664,187,Seattle,2025-07-01 17:25:00,2.46,1,5,7.2,5.49
28906,45,192,Chicago,2025-04-29 05:30:00,3.13,1,3,8.6,6.57
28907,3088,579,Seattle,2025-02-25 10:30:00,3.57,1.38,5,7.9,9.83
28908,147,735,Austin,2025-02-13 20:15:00,12.55,1.17,5,36.5,23.91
28909,1608,18,Seattle,2025-04-04 17:40:00,3.8,1,5,7.4,7.63
28910,3856,512,Chicago,2025-05-28 09:45:00,7.82,1,5,22.8,12.83
28911,2250,314,Austin,2025-10-12 22:35:00,4.23,1.34,5,15.3,11.07
28912,2555,111,Seattle,2025-03-25,2.9,1.19,5,9.7,9.17
28913,1399,476,Seattle,2025-01-18 11:15:00,5.94,1,4,19.1,10.99
28914,3065,36,Seattle,2025-07-28 09:20:00,9.75,1.31,5,29.1,23.08
28915,3025,794,Austin,2025-12-31 12:50:00,3.83,1.88,3,12,13.44
28916,1272,584,Seattle,2025-07-08 10:30:00,3.67,1.12,5,10.9,10.79
28917,915,396,Chicago,2025-07-29 09:05:00,5.23,1.06,5,17.9,8.25
28918,3634,620,Austin,2025-06-06 01:00:00,8.23,1,5,23.4,14.57
28919,162,795,Chicago,2025-08-16 11:00:00,8.44,1,4,26.1,15.18
28920,191,440,San Francisco,2025-12-27 00:50:00,5.13,1.15,5,17.2,12.03
28921,3824,800,Chicago,2025-12-15 03:30:00,4.01,1.59,4,14,11.76
28922,3243,642,Austin,2025-01-10 04:30:00,1.59,1.47,5,7,5.63
28923,1455,386,Boston,2025-01-18 23:55:00,6.55,1.37,5,18.7,15.51
28924,2167,377,Seattle,2025-08-14 20:35:00,11.53,1,5,35.4,19.15
28925,1804,264,Boston,2025-05-09 07:25:00,10.56,1.74,4,30.8,29.99
28926,2817,353,Seattle,2025-07-23 08:25:00,1.98,1.14,5,6,6.02
28927,1714,455,Boston,2025-08-03 07:50:00,2.64,1.2,5,7.7,8.55
28928,3121,546,Chicago,2025-05-15 06:20:00,4.57,1.3,4,15,10.61
28929,3208,718,Boston,2025-05-31 18:05:00,2.07,1.38,5,8.7,5.99
28930,3521,690,Chicago,2025-04-20 16:20:00,2.89,1.71,5,12.2,9.77
28931,518,213,Boston,2025-06-06 05:35:00,3.48,1,3,11.3,8.94
28932,1335,353,San Francisco,2025-11-18 10:55:00,2.1,1.8,5,7,9.14
28933,1567,520,San Francisco,2025-01-18 14:35:00,14.38,1.57,5,45.3,36.24
28934,3726,625,Chicago,2025-03-08 20:35:00,4.52,1.07,3,15.3,9.55
28935,2225,704,San Francisco,2025-10-15 05:25:00,5.31,1.55,5,12.9,15.24
28936,1096,782,Chicago,2025-10-29 22:20:00,9.11,1.6,5,23,24.52
28937,2727,751,Chicago,2025-08-15 15:50:00,3.05,1.26,5,11.3,8.77
28938,91,148,Austin,2025-07-13 19:50:00,7.09,1.1,4,19,15.34
28939,2119,217,Chicago,2025-02-24 08:35:00,2,1.77,3,8,7.97
28940,2511,732,San Francisco,2025-12-14 23:50:00,7.43,1.03,4,24.1,14.53
28941,2864,167,Seattle,2025-01-11 21:40:00,2.73,1,5,5.7,7.39
28942,333,521,Chicago,2025-01-27 19:45:00,1.42,1.35,5,4,5.42
28943,1353,649,San Francisco,2025-10-22 22:50:00,3.84,1.57,5,13.2,12.88
28944,1768,222,Seattle,2025-04-18 07:45:00,1.18,1.41,4,2.1,6.47
28945,1913,149,San Francisco,2025-03-30 15:15:00,4.03,1.3,5,9.2,11
28946,1032,411,Boston,2025-07-27 04:10:00,4.1,1.34,4,10.8,10.92
28947,1045,361,Austin,2025-09-25 00:55:00,3.8,1,NA,11.5,7.8
28948,1677,479,Boston,2025-07-26 13:20:00,4.89,1.14,4,14.2,11.47
28949,1621,56,Seattle,2025-04-22 12:45:00,3.75,1.24,5,12.5,8.45
28950,1314,737,Seattle,2025-07-21 23:50:00,5.76,1.46,5,15.4,16.25
28951,3890,688,Boston,2025-06-25 01:40:00,7.23,1.62,5,24.3,20.91
28952,1011,49,Austin,2025-12-16 23:35:00,2.24,1.53,5,6.5,5.45
28953,2918,471,Boston,2025-11-18 16:10:00,2.28,1,4,11.6,6.37
28954,1711,739,Boston,2025-06-12 03:10:00,4.1,1.24,5,10.4,11.9
28955,419,583,Chicago,2025-11-24 02:10:00,4.28,1.26,4,10.3,11.26
28956,498,525,Austin,2025-10-01 07:15:00,1.32,1.56,3,3.7,5.32
28957,1027,537,San Francisco,2025-02-17 01:05:00,5.64,1.66,4,18,14.82
28958,2796,572,Chicago,2025-08-11 01:50:00,3.54,1.04,4,10.4,5.86
28959,755,665,Boston,2025-09-14 12:00:00,15.09,1,4,43.8,25.15
28960,2282,291,San Francisco,2025-11-03 03:35:00,6.14,1.38,5,19.1,15.3
28961,2769,232,San Francisco,2025-01-24 01:45:00,5.32,1.67,5,16.2,16.08
28962,3567,688,Seattle,2025-06-16 21:25:00,3.44,1.47,5,9.3,8.53
28963,3491,403,San Francisco,2025-11-07 22:30:00,5.17,1.36,5,13.8,13.56
28964,264,796,San Francisco,2025-04-14 19:45:00,5.28,1,3,15.1,11.75
28965,2027,493,Seattle,2025-07-18 21:30:00,5.02,1.2,NA,14.1,12.2
28966,2899,201,Austin,2025-12-15 21:25:00,7.93,1.67,5,23.6,21.99
28967,1168,593,San Francisco,2025-01-02 16:35:00,3.6,1.41,4,10.7,8.6
28968,1239,729,Seattle,2025-04-07 08:05:00,3.18,1.48,5,6.7,8.5
28969,3583,774,San Francisco,2025-04-01 05:50:00,4.51,1.58,5,15.9,11.97
28970,578,602,San Francisco,2025-01-14 06:55:00,5.21,1.08,4,14.1,10.07
28971,3443,33,Chicago,2025-09-26 08:40:00,6.21,1.08,5,17.4,12.27
28972,3742,119,Seattle,2025-11-29 15:20:00,3.83,1.15,5,11.6,9.26
28973,837,744,Austin,2025-12-31 22:05:00,4.51,1.16,5,12.6,9.9
28974,450,509,Seattle,2025-02-02 05:30:00,4.25,1,5,13.2,10.19
28975,1908,289,Boston,2025-07-07 12:10:00,5.06,1.43,5,16.6,14.11
28976,2267,511,Boston,2025-04-14 01:05:00,1.94,1,5,8,4.96
28977,1629,772,Boston,2025-03-06 18:55:00,3.63,1.31,5,12.3,11.36
28978,357,95,San Francisco,2025-10-28 19:10:00,3.41,1.1,5,10.3,10.82
28979,1267,595,Seattle,2025-11-29 11:10:00,3.56,1.72,4,8,11.26
28980,2131,292,Chicago,2025-11-01 06:15:00,4.79,1.14,5,15.4,9.21
28981,3673,64,Chicago,2025-08-09 01:50:00,5.12,1.65,5,15.1,14.98
28982,886,736,Austin,2025-01-12 04:30:00,8.37,1.66,5,26.1,23.29
28983,1074,599,San Francisco,2025-10-14 23:40:00,4.3,1,4,12,9.71
28984,1673,25,San Francisco,2025-12-09 17:55:00,5.12,1,5,15.3,7.94
28985,1485,414,Boston,2025-06-08 22:15:00,5.19,1.4,5,16,14.88
28986,3124,574,Chicago,2025-06-10 12:30:00,2.75,1.23,5,8.1,8.78
28987,1849,81,San Francisco,2025-05-30 19:00:00,8.05,1.67,5,24.5,24.97
28988,724,413,Seattle,2025-03-28 10:55:00,4.03,1.82,4,12.2,14.44
28989,1375,721,Chicago,2025-06-01 02:40:00,8.15,1.42,NA,24.2,21
28990,2303,313,Boston,2025-10-04 04:20:00,3.57,1.09,3,10.3,9.25
28991,3665,575,Boston,2025-11-17 10:20:00,2.03,1.03,5,5,6.69
28992,798,502,Boston,2025-06-02 00:05:00,2.51,1.32,5,7.5,6.36
28993,357,600,Seattle,2025-02-05 03:40:00,9.57,1.73,5,29.6,25.59
28994,2215,23,Chicago,2025-03-09 19:00:00,2.91,1,3,8.9,6.76
28995,3230,676,Seattle,2025-01-21 16:45:00,3.77,1.27,4,10.6,8.12
28996,3238,297,Seattle,2025-02-07 01:20:00,4.29,1.38,5,12.3,9.68
28997,3700,403,Austin,2025-10-27 09:05:00,9.9,1,NA,29.7,16.56
28998,3495,627,Austin,2025-03-02 22:10:00,3.67,1.32,5,9.3,10.71
28999,2990,67,Austin,2025-03-15 03:55:00,2.1,1.47,5,6.3,6.51
29000,3792,790,San Francisco,2025-07-09 09:00:00,7.36,1.12,5,18,14.47
29001,2422,64,Austin,2025-01-29 13:20:00,4.72,1.35,5,15,13.29
29002,1595,517,Chicago,2025-02-02 21:10:00,4.76,1.24,5,14.8,10.31
29003,2062,513,San Francisco,2025-12-07 14:40:00,9.1,1,NA,27.3,16.03
29004,2270,660,Seattle,2025-10-25 14:45:00,6,1,4,16.7,12.83
29005,2866,781,Seattle,2025-01-23 06:40:00,7.03,1,5,22.1,12.52
29006,388,391,Chicago,2025-02-03 14:40:00,1.18,1,5,2.5,3.7
29007,1898,527,San Francisco,2025-03-13 01:10:00,3.92,1.32,4,13.7,11.78
29008,2896,796,Seattle,2025-09-08 00:30:00,2.11,1.62,5,6.7,8.61
29009,3870,192,Seattle,2025-10-06 04:35:00,1.29,1,5,2.2,5.93
29010,1651,3,Seattle,2025-02-04 09:10:00,4.67,1.23,5,13.4,10.65
29011,2668,196,Chicago,2025-02-18 08:10:00,4.85,1.33,5,18.8,11.08
29012,2272,661,Boston,2025-05-04 08:50:00,4.65,1,NA,13.8,11.43
29013,1032,363,Chicago,2025-10-08 20:10:00,4.04,1.13,5,13.9,9.79
29014,2282,28,San Francisco,2025-07-09 00:50:00,3.1,1.52,4,9.7,8.41
29015,451,709,San Francisco,2025-01-17 13:55:00,6.3,1,5,16.7,11.16
29016,868,48,Chicago,2025-03-19 10:00:00,4.3,1.36,4,14.7,12.38
29017,3069,83,San Francisco,2025-05-03 01:00:00,8.52,1.09,4,27.2,15.5
29018,3176,213,San Francisco,2025-07-28 17:15:00,4.46,1.8,5,11.5,13.61
29019,3043,124,Boston,2025-10-16 14:45:00,2.48,1.41,5,7,6.51
29020,3026,567,Seattle,2025-06-15 01:10:00,7.94,1,4,25.5,14.64
29021,2168,608,Boston,2025-08-03 09:30:00,2.66,1,5,5.6,6.44
29022,3846,513,Austin,2025-01-27 21:10:00,1.54,1.43,5,6.3,4.35
29023,3062,259,Seattle,2025-07-26 16:00:00,4.44,1,5,13,8.46
29024,538,718,San Francisco,2025-11-03 20:35:00,4.15,1,5,16.4,8.47
29025,3451,83,Chicago,2025-08-05 06:50:00,2.92,1,5,8.8,8.89
29026,3542,454,San Francisco,2025-10-16 07:30:00,1.54,1.23,5,3.8,6.61
29027,1501,329,Seattle,2025-06-15 20:55:00,6.02,1.29,5,15.3,14.36
29028,1495,503,Chicago,2025-03-11 11:15:00,4.17,1.26,5,15.5,9.87
29029,2339,678,San Francisco,2025-02-25 23:35:00,3.49,1.26,5,9.4,10.89
29030,2355,313,Austin,2025-12-09 04:55:00,10.28,1.12,5,29.5,19.55
29031,3035,551,Chicago,2025-09-05 01:15:00,14.27,1.25,5,42.2,30.44
29032,545,108,Boston,2025-03-21 23:40:00,2.08,1.69,3,8.3,8.86
29033,1250,244,Seattle,2025-07-14 13:30:00,2.42,1.69,5,3.8,8.94
29034,733,250,Austin,2025-02-09 00:10:00,1.43,1.27,4,4.2,5.79
29035,510,449,Chicago,2025-11-20 09:05:00,2.34,1,5,7.5,8.06
29036,2092,285,Boston,2025-08-19 00:20:00,2.97,1.54,5,6.9,8.56
29037,1010,364,San Francisco,2025-04-02 16:10:00,5.61,1.06,NA,18,11.22
29038,1154,488,Seattle,2025-07-08 07:20:00,4.94,1.34,4,16.2,10.52
29039,838,377,Seattle,2025-04-27 00:20:00,3,1,4,9.4,7.7
29040,2854,159,San Francisco,2025-03-29 13:45:00,4.34,1,3,13.7,10.69
29041,826,265,Chicago,2025-04-17 22:55:00,13.87,1.15,3,42.2,23.76
29042,3773,126,Chicago,2025-07-24 23:10:00,5.39,1.16,4,16,11.76
29043,1475,769,Seattle,2025-04-19 23:30:00,5.38,1,5,16.8,11.59
29044,3381,780,Chicago,2025-11-08 11:05:00,4.41,1,5,15.5,8.3
29045,2119,534,San Francisco,2025-01-28 03:10:00,3.9,1.11,5,12.9,8.65
29046,2307,647,San Francisco,2025-01-24 04:55:00,1.87,1.26,5,7.1,4.52
29047,2071,179,Boston,2025-03-11 18:05:00,4,1.11,5,11.9,9.19
29048,408,498,Boston,2025-09-09 14:20:00,5.6,1,5,17,12.59
29049,1950,723,San Francisco,2025-07-30 04:40:00,11.66,1,4,35.1,21.47
29050,2478,254,San Francisco,2025-10-13 12:25:00,9.83,1.05,5,26.9,19.08
29051,898,88,Seattle,2025-05-24 04:50:00,6.28,1.49,5,19.2,15.59
29052,3923,572,Chicago,2025-11-17 16:05:00,3.1,1,3,6.9,7.55
29053,1052,218,San Francisco,2025-03-24 18:55:00,4.77,1.45,5,15.8,12.31
29054,3956,572,Seattle,2025-10-21 04:15:00,3.15,1,4,9.4,6.47
29055,1823,730,Austin,2025-05-15 14:35:00,4.67,1.25,4,13.8,9.87
29056,2712,696,San Francisco,2025-03-06 06:10:00,3.93,1,3,12.8,8.48
29057,2053,474,San Francisco,2025-01-23 21:10:00,2.83,1.11,4,7.5,6.84
29058,1826,22,Chicago,2025-04-12 08:15:00,16.72,1.42,4,50.2,37.73
29059,3356,724,Austin,2025-06-13 21:05:00,2.05,1,3,5.5,5.61
29060,610,2,Chicago,2025-07-19 12:30:00,7.87,1.09,4,21.4,15.41
29061,3357,136,Chicago,2025-07-17 15:05:00,2.38,1.83,4,9.1,8.36
29062,1775,264,Austin,2025-06-14 22:40:00,5.36,1.54,5,15.7,14.02
29063,2637,406,Chicago,2025-05-28 05:10:00,6.53,1,5,19.1,12.01
29064,3666,759,Boston,2025-08-09 01:10:00,5.32,1.14,4,17.3,9.99
29065,3340,619,San Francisco,2025-09-25 02:30:00,4.35,1.1,4,13.2,10.09
29066,1394,94,Chicago,2025-08-16 02:40:00,3.36,1.29,5,13.2,9.89
29067,2508,605,Boston,2025-10-14 06:15:00,3.91,1,3,15,8.98
29068,3833,253,Seattle,2025-10-11 19:20:00,3.17,1.16,5,7.2,8.8
29069,3883,82,Austin,2025-02-08 13:10:00,4.63,1.03,4,14,10.21
29070,2046,144,Seattle,2025-12-14 08:05:00,6.14,1.04,4,20.5,12.23
29071,594,155,Boston,2025-05-05 00:05:00,3,1.28,4,9,7.64
29072,2340,289,Austin,2025-04-22 02:40:00,9.66,1.24,5,30,18.14
29073,89,222,Austin,2025-06-27 17:20:00,2.73,1.14,5,7.1,6.71
29074,3782,124,San Francisco,2025-01-24 07:55:00,12.42,1.59,5,37.8,32.57
29075,1585,206,Boston,2025-08-04 04:30:00,11.35,1.71,5,35.6,33.55
29076,893,353,San Francisco,2025-01-21 04:20:00,3.7,1.56,5,10,11.07
29077,602,10,Boston,2025-01-19 18:55:00,3.33,2.04,NA,12,12.87
29078,2775,369,San Francisco,2025-09-15 16:25:00,3.48,1.35,5,10.7,10.33
29079,1823,81,Austin,2025-06-03 11:15:00,1.97,1,3,4.4,7.71
29080,3258,136,Boston,2025-09-29 03:55:00,2.15,1.09,5,6.6,6.67
29081,2188,603,Boston,2025-06-03 21:50:00,3.05,1,5,10.9,8.2
29082,3273,642,San Francisco,2025-08-26 20:55:00,5.46,1.07,5,17.5,12.97
29083,3041,44,Seattle,2025-03-25 03:15:00,0.74,1,5,2.8,3.35
29084,800,795,Chicago,2025-12-25 19:55:00,5.86,1.53,5,18,15.95
29085,486,501,Austin,2025-09-03 15:20:00,2.4,1.05,NA,7.7,5.97
29086,3352,370,Austin,2025-03-24 15:55:00,8.91,1,4,29.3,15.13
29087,3610,796,Chicago,2025-04-04 15:40:00,4.39,1.24,5,12,9.4
29088,1025,371,Austin,2025-07-07 01:55:00,2.75,1,5,7.7,8.38
29089,3354,716,San Francisco,2025-06-18 17:00:00,4.36,1.51,4,13.2,12.77
29090,885,497,Seattle,2025-05-16 11:10:00,7.83,1.4,4,22,19.49
29091,3026,339,Boston,2025-05-13 08:30:00,5.45,1.5,NA,13.8,15.39
29092,2127,663,Seattle,2025-01-25 05:30:00,6.1,1,5,17.3,12.05
29093,903,578,Boston,2025-06-21 02:10:00,4.47,1.61,5,12,12.25
29094,1633,596,Boston,2025-03-10 16:05:00,2.33,1.4,4,6.8,6.65
29095,997,367,San Francisco,2025-02-07 17:00:00,6,1.06,5,15,10.85
29096,1725,310,Austin,2025-06-09 04:30:00,8.86,1,5,24,16.63
29097,3036,153,Austin,2025-09-01 19:45:00,5.27,1.22,4,15.7,10.55
29098,727,515,Chicago,2025-05-11 00:10:00,4.85,1.22,5,14.3,11.55
29099,1294,6,Chicago,2025-05-01 09:00:00,4.62,1.45,5,13.6,13.3
29100,3834,396,Seattle,2025-10-28 00:25:00,4.57,1,3,13.8,10.75
29101,2236,423,Seattle,2025-11-05 06:55:00,4.52,1,4,14.2,9.18
29102,871,394,San Francisco,2025-07-04 09:45:00,4.71,1.03,4,15.1,8.51
29103,861,501,San Francisco,2025-08-24 16:35:00,5.73,1.32,4,14.1,12.67
29104,1276,398,Chicago,2025-02-13 00:25:00,2.89,1,4,7.9,6.75
29105,3872,168,San Francisco,2025-06-10 04:00:00,9.07,1.33,3,26.9,20.34
29106,1992,741,Chicago,2025-02-08 01:55:00,2.79,1.35,5,8.4,9.9
29107,3173,782,Seattle,2025-07-22 20:15:00,1.86,1.51,3,5.7,4.98
29108,3563,366,Chicago,2025-03-11 05:15:00,6.09,1,5,16.9,11.08
29109,3668,121,Austin,2025-10-02 18:10:00,8.59,1.53,5,23.3,23.18
29110,1099,209,Boston,2025-11-29 00:35:00,3.66,1.24,5,9.6,9.76
29111,2873,439,Seattle,2025-05-21 10:30:00,2.21,1,5,6.5,7.73
29112,2491,619,Austin,2025-01-09 03:00:00,7.82,1.16,4,24.5,16.33
29113,948,142,Austin,2025-05-24 15:10:00,4.54,1.46,4,13.9,12.99
29114,2559,36,San Francisco,2025-11-08 23:40:00,3.53,1,NA,11.3,6.42
29115,819,374,San Francisco,2025-10-08 00:30:00,2.09,1.32,5,5.6,8.66
29116,1318,435,Boston,2025-02-25 20:05:00,3.27,1.45,5,10.2,9.25
29117,2511,59,Seattle,2025-07-22 17:00:00,5.83,1.15,3,14.1,13.14
29118,3710,66,Boston,2025-05-12 18:05:00,5.47,1.19,4,16.6,11.99
29119,3372,383,Chicago,2025-06-13 17:25:00,9.67,1.62,5,31.1,25.09
29120,1250,520,Boston,2025-06-28 13:50:00,6.96,1,4,23.2,13.16
29121,2374,317,San Francisco,2025-06-10 18:00:00,7.27,1.09,5,21.1,15.46
29122,2591,375,Boston,2025-03-01 15:15:00,4.72,1.29,4,15.5,10.4
29123,498,271,San Francisco,2025-03-21 13:50:00,5.75,1,5,14.1,10.22
29124,3155,116,Seattle,2025-02-25 03:20:00,6.86,1.28,5,18.3,16.45
29125,3078,660,Austin,2025-09-07 16:45:00,2.11,1.1,4,5.6,7.02
29126,694,86,Seattle,2025-03-28 12:25:00,6.64,1.31,3,19.6,13.49
29127,1252,201,Chicago,2025-11-11 18:15:00,3.71,1.06,5,8.7,8.09
29128,1517,359,San Francisco,2025-03-29 14:55:00,1.74,1.31,4,5.5,4.88
29129,3178,535,Chicago,2025-09-19 16:20:00,2.82,1.27,5,9.9,9.34
29130,1736,455,Chicago,2025-01-20 20:50:00,5.69,1.42,5,18.6,14.61
29131,3288,198,Seattle,2025-06-07 05:25:00,6.25,1.23,5,20.1,12.52
29132,2999,483,Chicago,2025-03-27 14:55:00,1.94,1.46,5,2.7,7.99
29133,3888,43,Austin,2025-03-04 21:20:00,4.44,1.58,5,9.3,13.11
29134,1185,491,Boston,2025-01-01 02:25:00,6.5,1,5,20.9,12.58
29135,755,300,Boston,2025-03-01 10:05:00,3.89,1.56,5,13.4,11.07
29136,330,305,Boston,2025-09-16 23:35:00,3.36,1,4,11.1,8.04
29137,2181,137,San Francisco,2025-08-13 20:35:00,3.53,1.2,5,8.9,9.23
29138,343,64,Seattle,2025-09-08 17:45:00,7.91,1.37,5,21.3,20.32
29139,2249,751,Austin,2025-04-24 07:20:00,3.79,1,4,11.8,7.99
29140,40,489,Seattle,2025-10-24 11:25:00,8.19,1.16,3,24.4,16.88
29141,367,177,San Francisco,2025-10-29 15:20:00,4.01,1.59,4,12.4,12.46
29142,3624,390,Austin,2025-09-21 00:10:00,7.5,1.05,5,20.5,14.45
29143,2351,54,Chicago,2025-12-20 02:15:00,9.06,1.3,3,27.4,19.95
29144,2240,309,Seattle,2025-10-30 14:45:00,3.76,1.43,5,12.3,11.58
29145,3760,394,Seattle,2025-03-03 19:00:00,6.19,1.13,3,16.8,12.78
29146,2302,182,San Francisco,2025-07-26 10:25:00,3.07,1.12,3,10.2,7.95
29147,3480,102,Austin,2025-04-14 00:40:00,4.54,1,5,13.4,8.22
29148,2260,512,Chicago,2025-08-23 10:40:00,3.59,1.28,3,9.7,9.88
29149,560,550,Austin,2025-06-08 09:25:00,4.23,1.63,5,11.9,13.93
29150,2002,119,Seattle,2025-01-13 14:00:00,4.43,1.03,4,11.6,8.37
29151,567,237,Austin,2025-07-16 08:25:00,3.49,1.25,5,10.6,7.62
29152,612,785,Boston,2025-12-06 14:25:00,5.08,1.37,3,15.2,14.58
29153,1291,146,Austin,2025-01-11 22:05:00,8.4,1.58,3,23.3,22.79
29154,2948,716,San Francisco,2025-12-12 11:00:00,6.25,1.1,5,19.1,14.4
29155,3071,286,Seattle,2025-03-19 08:30:00,2.07,1.08,5,5,4.8
29156,2477,116,Chicago,2025-06-25 10:50:00,3.54,1,5,10.3,8.7
29157,81,515,Boston,2025-03-19 16:25:00,4.66,1.02,5,13.4,9.87
29158,1671,86,Boston,2025-04-29 05:05:00,2.76,1.05,3,8.6,7.67
29159,1851,610,San Francisco,2025-08-23 13:10:00,11.02,1.31,5,34.2,23.59
29160,2580,5,Austin,2025-12-15 00:55:00,5.17,1.55,5,16.1,14.99
29161,619,748,Austin,2025-04-20 05:45:00,1.45,1.47,5,7.9,5.99
29162,1756,579,Boston,2025-12-08 18:15:00,3.29,1.09,5,7.2,7.9
29163,2130,484,Austin,2025-09-03 09:50:00,14.35,1.37,4,41.9,31.33
29164,2591,19,Seattle,2025-07-11 03:30:00,4.52,1.28,4,16.2,11.14
29165,1551,776,Chicago,2025-05-25 10:50:00,4.56,1.65,5,14.9,13.13
29166,2685,341,Chicago,2025-04-16 12:25:00,3.86,1.16,5,11.2,9.36
29167,306,706,Boston,2025-10-05 07:30:00,1.8,1,5,7,6.57
29168,3942,108,San Francisco,2025-06-06 03:55:00,3.22,1.37,5,11,11.61
29169,1429,628,San Francisco,2025-06-23 08:30:00,6.6,1.1,4,19.8,13.52
29170,2400,648,Seattle,2025-08-14 00:20:00,4.5,1.46,5,12.6,13.37
29171,2585,14,San Francisco,2025-12-24 08:00:00,6.82,1.29,5,21.7,13.69
29172,2999,483,Chicago,2025-05-10 00:55:00,3.52,1,5,9.7,9.77
29173,2368,363,Austin,2025-06-08 18:20:00,10.64,1,5,31.7,18.3
29174,1633,429,Boston,2025-07-18 11:35:00,1.94,1.22,4,6,7.46
29175,1980,746,Chicago,2025-08-16 05:05:00,4.8,1.23,5,14.7,11.51
29176,1818,760,Boston,2025-11-11 14:00:00,9.23,1.27,5,26,20.04
29177,948,122,San Francisco,2025-01-19 03:35:00,3.85,1,5,10.3,9.38
